@relation save-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 {0,1}

@data
1.1282,0.24918,-1.4205,0.47917,0.39323,0.36559,0.36264,0.10928,-1.8072,0.30234,1.1718,0.28164,1.2645,-0.77948,-1.0672,3.0903,-0.26978,-1.479,0.13635,1.5201,0
-0.84757,0.44154,-0.33567,2.4027,-0.84408,-0.92241,-1.9137,-0.54997,-1.2142,-0.73846,-0.0047979,0.91435,-0.15761,-1.2881,-0.20514,1.5915,0.16153,0.33808,1.0774,0.97997,0
0.56751,-0.026926,-1.9762,1.4006,-0.50283,1.3504,0.31992,-1.8313,-0.6064,0.55042,0.42103,0.48275,-0.89863,-0.0044852,1.2286,1.0873,-0.23228,-0.94563,-0.21412,0.96523,0
0.2766,-0.7421,-0.38301,-1.3284,-1.3392,0.052198,-1.7006,-0.13088,-0.2737,-1.0645,1.5855,0.37355,-1.118,-0.8407,1.6558,0.95801,-0.76412,1.1136,-0.1135,0.20184,0
-0.067025,-0.085315,-0.78986,0.18471,-0.60296,0.22923,0.79092,-1.565,1.1757,-1.9054,0.6846,-0.86448,-1.2419,1.2678,0.0020492,-0.025374,-0.92966,-0.30801,0.99315,2.0187,0
-0.71728,-1.2841,-0.09604,1.0649,0.43953,-0.78738,1.3872,-0.16467,-0.59457,0.16657,0.12939,-0.055051,0.39846,2.2274,1.4858,-1.7396,0.60787,0.86274,2.5326,0.86678,0
0.41731,-0.3386,0.37741,-1.5348,1.5715,0.52302,-0.18278,0.20735,0.37203,0.19773,1.086,0.9304,0.33939,0.15266,-0.15855,-0.19103,-0.56511,1.7243,0.23033,0.28547,0
1.1246,2.3072,0.83001,0.28867,-1.1315,0.064903,-0.90839,0.19796,0.90582,0.22074,2.2299,-0.76358,-0.78358,0.28226,-0.87394,0.76144,-0.94118,-0.33935,1.3714,2.3514,0
0.68264,1.6723,-0.14317,-0.068164,0.34532,0.21617,1.2269,-1.3863,0.23166,1.7728,-0.51696,-1.2357,0.75403,-1.9583,-0.10384,0.67156,-1.3713,-0.60178,0.77442,0.77523,0
1.3961,0.86778,0.040143,0.28837,0.52339,-0.32027,-0.5107,0.3666,0.084798,1.2329,0.84837,-0.69867,-1.0656,1.4974,-1.7426,1.6044,-1.3736,1.1117,2.1174,0.41097,0
-1.3886,0.43806,1.0133,-0.80508,1.044,0.64338,-0.81847,-1.2105,-0.61055,1.8638,-0.81399,0.85444,1.4874,-0.62383,-0.82625,1.2222,0.68661,0.3169,-0.089064,0.70625,0
0.019262,0.82656,1.2967,-1.827,1.2599,-2.4392,-1.2618,0.25167,0.84132,0.22035,-1.2485,-0.27457,-2.1277,0.3909,-0.62122,0.45383,-0.36405,0.037283,1.0326,0.15207,0
-1.3504,0.3895,0.21759,-1.0724,-1.1059,0.16568,-1.4676,0.6032,1.6286,0.90864,-0.67741,0.22287,-0.27377,-0.2013,1.3784,-0.55173,0.61905,0.14222,1.5525,-0.12013,0
0.11464,0.93175,0.86126,1.8749,0.061373,1.0482,0.27578,1.5984,0.47554,-0.59117,-0.073732,-1.7448,0.75331,0.34356,0.22255,-0.28267,1.2154,-0.73902,2.1006,3.526,0
0.54163,1.2058,-0.7299,-0.12973,1.2307,-0.19067,-0.33175,-2.0508,0.30731,-0.23098,-1.9617,-0.77263,0.012275,-0.086392,2.0441,0.51062,-0.26683,1.0498,2.5442,2.6555,0
-0.76767,-1.0213,1.5856,-0.95153,0.54511,0.57813,0.78848,0.82926,0.23537,-1.7478,-1.5986,-0.69948,0.04907,0.13069,0.44513,-0.47101,0.72545,-0.45989,1.0859,1.3075,0
1.2828,-0.19099,-0.66277,1.4679,1.4,-0.5955,-0.056694,-0.16216,1.034,0.069832,-0.057066,-1.2659,-0.50852,-1.0641,0.35364,-0.44476,2.896,1.1101,-0.49159,-0.25712,0
-0.47486,-0.027151,-0.76753,0.91899,1.2165,0.17275,-0.20969,-0.07531,-0.3309,0.92698,0.60056,1.174,1.9653,0.13269,-0.22373,1.4544,-0.33537,-0.48615,0.2577,0.13453,0
0.62343,-0.55512,0.53812,-0.86259,2.3438,-0.58398,-1.7215,-0.5624,-0.51219,-1.0582,0.78545,1.0399,-0.46034,-1.4884,-0.89154,-0.13378,0.44761,1.4559,-0.061582,0.82347,0
-0.3477,-0.99418,-0.065333,1.075,-2.62,1.145,-0.77546,0.23415,0.53186,-0.22248,0.43734,-1.5672,0.698,-0.10857,0.16947,-1.5812,-0.30547,0.29713,3.3505,1.7914,0
-0.75832,1.2721,-1.5865,1.1104,-0.33185,0.46994,0.10443,-0.25862,-0.30648,-0.72408,-0.1798,0.24987,1.2113,0.18259,-0.37614,-2.1928,1.1169,-3.1027,0.3844,-0.332,0
-0.73717,0.66781,1.0775,-0.77376,-0.33863,1.3759,-0.42815,-0.61876,0.89182,-0.80841,0.53002,-0.96555,-0.33976,-0.27845,-1.5573,0.24519,-0.40022,-0.18259,1.7481,-1.3299,0
-1.451,-0.91078,0.69521,0.53989,-1.4236,-0.04176,1.275,-0.53861,-1.4639,0.90239,2.4929,-0.16575,1.4486,0.32572,0.51494,-0.47906,-0.41715,1.26,0.80758,-0.4491,0
1.5208,-1.0527,1.6476,-0.37074,-0.52124,-0.059309,-1.8314,0.61628,1.3264,0.067267,1.9768,0.045679,0.44391,0.885,-0.16499,-0.39742,0.66298,-0.31887,1.8886,1.3335,0
-2.4472,0.4272,0.29484,1.2508,1.4222,0.3133,-0.1812,0.49163,-0.73062,0.73959,-0.059381,1.7096,-1.4878,-1.594,0.262,-0.13962,-0.021753,-0.65064,0.23515,1.3914,0
-1.29,-0.68884,0.70498,-1.2621,0.059293,1.4484,0.11458,1.1006,0.23855,0.39678,1.4144,0.37044,-0.47128,-1.4554,-0.5204,0.037233,-0.68464,0.44884,-0.40227,1.4517,0
-1.9846,-1.1983,-1.1515,-0.40853,0.96059,-2.3901,-0.72236,0.36294,-0.46788,0.93579,-0.62058,-0.65645,-0.14522,-0.61978,0.6854,-1.0191,-2.1668,1.464,-0.42238,0.86972,0
-1.3429,-0.24746,1.8595,0.82079,1.6349,-1.6766,0.112,-0.14589,0.71357,-2.2572,0.3508,0.83138,0.63792,0.42821,-0.59854,-0.025347,-1.4079,0.74193,1.4882,1.1837,0
-2.7918,-0.84473,2.3715,-0.079534,-0.29027,1.2668,1.6613,-1.1384,-1.4175,-1.0221,0.14442,0.876,0.71271,0.3457,0.35579,-2.1957,-0.54066,0.11328,0.82262,0.52385,0
0.60219,0.84962,-0.38132,0.57639,-0.40962,1.8935,-1.0504,0.31478,-1.0673,-0.17188,0.7633,0.13831,0.69706,-0.35534,0.66819,-0.93387,0.78831,0.51522,0.80395,1.862,0
0.040443,2.3066,-0.69478,1.7375,-1.3171,-0.20477,-0.35088,-0.30659,1.6324,0.34791,-1.2149,2.2422,-1.447,0.5801,-0.12535,-0.39416,0.69893,0.51833,2.4193,-0.36169,0
-1.0309,-1.701,1.0001,-0.42636,-0.2773,1.3538,-1.4191,0.22152,-0.97539,1.1484,0.62426,-0.16677,-1.5258,2.0788,-0.92037,0.27739,0.54619,-0.18015,1.2916,1.455,0
-1.301,0.8375,-1.1353,-1.0958,-0.71469,2.1702,0.72794,0.87458,-0.69836,-0.63962,0.16863,-0.45905,1.3455,-1.079,0.23864,0.27781,1.0278,0.3976,1.1978,0.15129,0
-1.318,0.42243,0.15361,1.5623,-0.21929,0.1897,-1.2061,-0.49285,0.062317,-0.60495,0.32876,0.54619,0.82345,-0.84608,1.0772,1.2668,-0.19937,-0.012931,2.5877,0.66511,0
-0.27846,-0.84256,-0.13482,-0.4374,-0.22558,-0.45553,-0.85819,-0.48226,-0.7987,-0.28516,-1.0286,-1.3023,0.41218,-1.83,-2.178,1.6823,0.38157,0.70147,0.19553,1.5528,0
-2.0221,0.96166,0.82663,0.31828,-0.72836,-0.47719,1.423,-0.25919,0.14671,0.69522,-0.39358,-0.41152,1.5462,0.13361,0.114,0.44496,-0.061854,0.62109,1.6966,2.0391,0
0.40673,-0.88837,-1.9688,-0.58196,-1.1447,-0.25613,0.82342,0.2126,1.1759,0.10643,-1.5441,-0.54008,1.8469,0.79479,0.14114,-0.82657,0.44923,-1.4275,1.8351,-0.11764,0
-0.089826,-1.8822,0.12344,-1.5688,-0.37769,0.79867,-0.75597,2.0369,0.068684,1.1257,-0.73386,1.3665,-0.7723,-0.3715,0.34995,0.53326,-0.1855,-0.54693,0.75628,2.2607,0
-0.34226,-1.1233,0.26192,-0.94734,0.014626,-0.17065,1.0165,-0.87289,1.7262,-0.77193,-0.9699,0.70685,0.041903,1.09,-0.37868,1.2527,1.0328,-1.2305,1.2157,1.6601,0
0.65223,0.57816,-1.7711,1.3122,-0.89567,2.0373,-0.6591,1.3399,-1.4497,0.41113,-0.34963,0.60757,0.43107,-0.23156,0.33818,1.1283,-1.5617,0.096068,-0.16584,0.93213,0
0.34574,0.41031,-0.15884,-0.41514,0.35224,-0.33968,0.10603,-0.21543,-0.28464,0.38719,0.16924,0.91982,0.12037,0.2437,-0.55409,0.10248,2.3619,-2.2777,-0.14795,0.80478,0
-0.34469,1.0027,0.62918,-0.15018,-0.14413,-0.71586,1.8344,0.8979,-0.87404,-1.644,0.84796,0.89939,0.20281,1.0139,0.2553,-1.4556,-0.27026,-0.11804,1.1049,0.78239,0
0.030786,0.49077,-1.2758,0.30004,-0.26066,0.54452,2.2572,0.059707,0.3685,0.29639,-1.0691,0.032717,0.19415,0.58791,1.1481,-1.2887,-1.2321,1.0582,1.7223,0.69689,0
-0.13335,1.2604,-0.30004,1.1768,0.91173,0.23531,-0.44315,-0.53421,-1.2617,1.7397,0.29362,-1.4159,1.0866,0.31569,-0.090769,-0.3661,-1.145,0.43629,3.5855,1.023,0
-0.62604,-2.0048,0.19685,0.1524,2.3062,0.46253,-0.030011,-0.2592,-1.7596,-1.1978,1.0865,-1.6809,-2.7487,1.4265,-1.0792,0.52062,-0.041269,1.4115,0.33311,1.0513,0
1.1114,-0.30451,-0.52258,-0.25849,0.84764,-2.0939,1.0391,0.95887,-0.39353,-0.63708,0.96132,0.037781,-0.0058918,-0.91406,-0.10337,-0.58941,1.3018,-0.014612,1.1873,1.8261,0
1.2022,-0.3632,1.5732,-0.85247,0.64269,-0.15,0.60751,1.2668,-1.815,-1.0168,-1.5944,1.6635,-0.25043,-0.46475,0.4341,-1.5688,-0.94331,-0.53779,0.91751,2.527,0
0.072382,-0.057884,0.76944,0.58282,0.00472,-1.8335,-0.23302,0.96102,-0.89811,1.1291,0.73202,0.831,-0.4687,0.2962,-0.27022,1.321,0.41902,-1.8348,-0.93302,1.4669,0
-1.0267,1.0672,-0.57876,-2.0883,0.12979,0.18534,-0.20947,-0.56376,-0.5473,-0.55651,-0.16877,1.0477,0.14401,-0.35704,1.6613,-0.45256,-0.82577,2.6355,0.56103,0.79029,0
-1.173,-0.67642,0.33162,-1.175,0.58143,0.76499,-0.78403,-1.2888,-1.6704,0.75136,1.3814,1.7938,0.53421,-0.56386,-0.44117,1.0004,0.95467,0.29077,-0.79468,1.6252,0
0.251,0.25245,1.1288,0.73632,-0.55298,1.1796,-2.272,0.40087,0.56392,-1.6448,0.9293,-0.48512,-0.28494,0.72038,-0.42508,0.4371,-0.55167,1.0656,1.8404,1.1832,0
-0.26462,-1.9107,0.24822,0.44687,-1.4926,0.75297,-0.15665,0.52798,0.30561,-1.8226,-0.34885,-0.63363,0.018134,-0.50764,1.6297,-1.3053,-0.79751,0.53523,0.11197,-0.029768,0
-0.81319,-0.91536,0.55692,-1.2768,0.42911,0.48408,-1.1979,-2.5126,-0.62715,0.99736,0.26942,1.1019,-1.6499,0.39506,0.29864,0.055143,2.1764,-0.38734,1.1001,1.9492,0
0.13202,0.94014,0.64314,0.53702,-0.70187,0.77544,-0.22794,0.024231,-1.3923,0.59331,0.51085,-0.71702,-1.1143,-0.18337,0.53531,0.67387,0.27948,-0.31964,0.45547,1.3071,0
-1.1847,-1.7435,0.73915,0.46947,0.39372,-0.056661,2.4683,2.0956,-0.2753,0.28007,-2.4612,2.2,-0.37331,-0.4358,1.3336,-0.68573,1.3082,-2.5245,1.3035,1.1352,0
0.34042,1.4148,-1.3227,-1.1843,-0.83054,-0.038501,0.033886,-0.18844,-0.16785,0.96707,-0.61399,0.89062,-0.17038,0.45725,-0.65518,-0.69432,0.95749,-1.0063,0.39967,1.5152,0
-1.5921,-0.4841,-0.67679,-0.071777,-1.2534,1.0204,1.5095,-0.64419,-2.1729,0.067591,-0.39545,-0.63543,-1.067,0.2911,-0.1857,0.32033,0.21027,-0.42416,1.49,1.2614,0
-2.4538,0.52777,-0.35289,1.6021,-1.4034,1.0873,-1.1107,-1.0078,1.3074,0.13991,-1.1448,-0.3735,-1.1806,-1.9737,0.86949,-1.0378,1.3534,-0.66121,1.7394,0.058514,0
-0.20812,-1.1763,-1.5974,-0.49352,0.2811,-0.47083,1.2756,-1.811,0.43553,-0.87489,-2.2324,0.52188,0.61292,-0.33906,-0.79666,-0.68169,-0.11408,0.72757,2.7119,0.83766,0
-0.98193,0.75481,-1.4019,-1.3475,1.9545,-1.7973,-1.6736,-0.48944,-1.7535,0.0095056,0.84004,0.7129,0.13483,-1.0786,0.23886,1.3258,0.54606,0.45661,0.80588,0.85395,0
1.5311,-0.0014105,0.35765,0.15876,0.20044,-2.2953,-0.27993,0.30143,1.9781,-1.1003,-0.61379,1.1684,1.3769,0.1119,-1.1634,-0.34383,-1.5538,-0.50617,-1.1384,0.46799,0
1.3727,1.2541,0.35891,-0.56015,0.4905,-1.6226,0.29075,-0.98391,-0.15355,-0.8907,1.1722,0.33997,0.54574,-0.71747,0.50932,0.45466,-1.222,-1.1846,0.16041,2.6821,0
-0.61212,-0.54674,0.9246,-0.35871,0.14381,-1.0001,0.6201,0.25347,-1.4734,-0.47723,-0.95824,-1.0147,-1.1656,-0.014159,2.2357,-0.48881,0.76523,0.78179,2.3546,0.12427,0
-0.96674,-0.73536,0.3656,0.41016,0.2301,0.44712,-0.12426,0.78797,-0.92604,0.13874,0.95313,0.093146,-2.2186,1.2536,-0.16254,-1.5437,-0.3541,-0.080383,-0.072155,0.51618,0
-0.2164,-0.75608,-0.76678,-0.054833,2.3655,-0.77584,-1.0822,-0.5933,0.26271,1.6028,0.70345,-1.5362,0.13924,1.7018,-0.40227,-0.47844,-0.41017,0.33416,1.961,0.288,0
-0.31608,1.9747,-0.015724,-0.38144,-0.78127,-0.085334,-1.2177,0.4922,-1.4398,0.37753,0.5599,0.57622,-0.22714,0.79855,1.6611,-0.56153,0.38424,0.34604,1.124,-0.17421,0
1.3853,-0.32971,-0.71651,-1.0317,-0.15889,0.36939,-0.72216,0.56548,-0.47354,0.40614,-1.038,0.57206,0.55456,-1.5981,-0.938,0.20108,-2.6291,-0.11949,2.4367,0.80776,0
-0.3483,-1.609,0.86716,-0.82025,-0.67371,-1.3862,-1.0192,-0.042806,-0.10151,0.54328,-0.17832,0.14668,0.91397,1.4672,-0.37659,-0.50305,-0.3603,0.7162,-0.9609,0.72593,0
1.2055,0.94857,-1.511,-1.0235,0.71405,-0.85025,-0.57909,1.9564,-0.42497,1.2037,-0.46994,-0.92572,-0.20018,1.0751,-0.03279,1.0104,-1.0799,0.22794,0.8023,2.5301,0
1.2372,0.024952,0.85945,-0.60516,0.25519,-0.74938,-0.95052,-1.2722,0.20367,0.58042,-0.95989,1.2731,0.14879,0.25344,0.607,-2.0558,0.47233,0.046656,-0.20785,0.75098,0
2.5197,-0.35587,0.4981,1.7605,-0.32726,-0.80179,1.2421,0.27507,-0.71201,0.063672,-0.44503,0.98792,-0.72136,2.4305,-1.089,0.38899,0.030548,-1.0647,3.908,-0.064213,0
-0.37945,0.51682,0.77309,0.14765,0.74211,-0.43925,0.26992,-0.92674,-0.25052,-0.43304,-1.6212,-0.71186,1.2013,-0.46095,-0.96778,-0.53222,-1.532,0.03986,1.8252,2.6035,0
-0.47527,0.88748,-0.57862,-0.54935,-1.0057,0.78718,0.28347,-0.72176,0.19073,0.59722,-0.15739,-1.3343,0.051885,1.7937,0.30444,0.9646,-0.099348,0.91686,2.379,2.2347,0
1.6757,-0.63718,0.19713,-0.12786,0.11942,-0.50747,-0.83898,0.44097,-2.2201,-1.6835,-0.19746,1.0042,-0.53259,-1.1065,-0.18914,0.068244,-0.22578,-0.40876,-0.05818,0.77037,0
-0.73837,0.1109,-0.041034,0.24533,0.20044,0.69431,0.27681,1.0929,-1.9182,0.041733,-0.83137,0.60851,-0.45745,-0.39723,-1.676,1.6319,0.52434,0.40108,0.53138,-0.50616,0
-1.8155,-0.31065,-1.5108,0.27607,1.5739,0.34033,0.32301,0.1701,-1.0671,0.94324,0.63733,0.035924,1.8183,-1.1726,-1.7236,-0.40852,-0.6257,0.63498,0.72753,0.55537,0
0.086728,-0.5781,0.48478,0.31872,0.53863,0.19186,-0.93605,1.3048,0.079854,-0.22795,-1.0486,0.25535,0.50796,0.56261,-1.7321,-0.31751,-1.3495,3.3306,2.0984,0.84406,0
0.50026,0.47552,0.4426,1.0905,0.033061,0.97503,-1.1892,-0.93013,0.20279,0.57682,-0.24818,0.69716,0.42044,0.36394,0.01981,0.47525,-0.075576,-0.71846,0.72213,1.2761,0
-0.36298,0.72137,-0.74311,-0.34388,-1.3417,2.1402,-1.9349,0.33816,-0.73112,0.17243,0.52491,-0.43118,0.33693,-0.65122,0.45313,1.0535,0.5013,-0.20397,1.7015,0.73884,0
-0.35069,-1.3701,1.24,0.35512,-1.4709,1.4673,0.87279,-0.53089,1.3124,0.58503,0.21322,1.5539,0.45433,-1.407,0.66707,-1.2079,0.3609,-0.42991,-1.0518,1.4434,0
-1.3629,1.1101,-1.7651,-0.61862,0.59063,-1.584,-1.0121,-0.75736,1.133,-0.49347,-2.3974,0.34665,0.47225,-2.6976,-1.062,-2.65,0.6606,-1.533,0.64615,1.3919,0
1.7228,0.14884,-0.41099,-1.859,-0.70018,0.52991,0.046738,-2.6316,-0.17711,1.6713,-0.77242,-0.76649,0.0063762,-0.95362,-2.0108,-0.19041,-0.93675,0.1837,0.17641,-0.25068,0
0.20137,-0.23604,-0.39083,-0.57194,-0.24119,-1.2468,0.083111,0.76018,3.3255,0.39661,-0.4061,-0.49345,1.7116,-1.4345,0.59223,0.24891,-0.85192,0.32542,-0.57706,0.052039,0
-0.54769,-1.5885,-0.71372,1.418,-0.86942,-2.0108,0.091216,1.8749,-0.36531,0.14101,-0.55332,1.5045,-0.23943,0.66108,-0.084205,1.5232,-0.66913,-0.36246,1.508,0.25889,0
0.40181,-0.25721,-0.66394,-0.35459,0.1816,-1.2107,-0.6382,0.49964,0.98339,-1.1906,-1.353,-0.64986,-0.84344,1.0774,-0.017747,-0.2607,0.61726,-0.044953,1.282,0.49218,0
0.8344,-0.06956,0.48305,1.0219,0.22788,-2.1819,-0.22635,1.3763,-0.063022,-0.19315,-0.043116,-1.0605,-0.41275,-2.0022,-0.4061,0.091814,0.28364,-0.10238,1.0335,0.67942,0
-1.0483,0.1038,-0.8738,0.60182,1.7447,-1.1313,-0.30691,0.05898,-1.7249,-1.4456,-0.16763,1.1547,1.183,-1.7474,-0.31156,0.67047,0.35098,-0.30221,-0.33368,1.0125,0
0.22526,-0.4365,0.06888,-0.59725,1.8179,1.3543,1.3496,-1.2304,1.8798,-0.28859,1.2796,0.31926,0.78152,-0.47895,1.9018,-0.61848,1.0175,-0.85359,2.1275,-2.0292,0
-0.48237,0.92609,-0.42512,1.9134,1.0616,-0.47649,-1.1562,-0.87247,-1.0636,-1.2291,0.11222,2.2035,1.172,0.94734,-0.15385,-1.014,0.67766,-0.7193,1.3502,0.54299,0
1.6507,1.568,-0.12836,0.87343,1.084,2.6807,-0.20591,-0.80267,0.073731,-0.063966,0.70548,-0.26791,-0.21415,1.2532,0.51079,-0.22992,-0.17416,-0.91703,0.70093,2.2424,0
0.15893,1.2436,1.9323,0.90258,-1.1697,0.39082,1.0664,1.1024,1.9208,0.15221,-0.1304,0.63805,0.15094,1.4705,-2.1713,-1.7766,0.16161,0.69891,-0.18768,-0.10018,1
-1.1247,-0.23055,-0.54186,-0.90963,1.2758,1.004,0.42107,-0.48036,0.64273,-0.48455,-1.8255,-0.019369,-1.8143,-0.39639,-1.4873,0.50555,2.2281,-0.025878,-0.45446,-1.3001,1
-0.11106,0.3356,0.88552,-0.64707,-0.94157,-0.14599,-1.0882,0.091442,0.371,1.6329,-1.4733,0.43226,0.9456,-0.65761,-0.7817,-1.0364,1.4417,0.32805,-2.0516,0.029366,1
0.44905,0.40672,0.037869,0.64644,-1.5995,-0.27958,0.79315,-1.3331,-0.14542,1.3689,-0.7514,-1.5897,-0.10749,-1.0338,0.14679,-1.5556,-0.44854,-0.70106,-0.60253,-1.3451,1
2.1006,-0.6218,0.03148,1.1998,3.1663,-0.78337,-2.7018,-0.18306,0.2452,1.4139,-0.43373,0.24965,0.056039,0.55093,0.36166,0.05854,-1.8646,-2.1663,-1.7519,0.012802,1
0.039567,-0.011487,-1.9026,-0.02638,0.31867,0.16082,-0.49259,-1.6259,1.8902,0.59073,0.57635,0.76311,1.0135,0.7648,2.5098,0.4784,-0.39242,0.049773,0.51627,-0.37067,1
0.57157,-0.58972,1.0208,1.7119,-0.66294,-1.4829,1.5677,-0.70242,-0.46096,0.78,-0.83446,-0.0057323,-0.27337,-1.5301,-1.7573,-0.23453,0.13423,0.62612,-1.0326,-1.213,1
1.2007,0.068756,0.15452,-0.1278,0.0079259,-0.85007,0.49846,0.75949,-0.22154,-0.65724,-0.6288,-0.35969,0.43084,-0.13983,-1.7281,0.5309,-1.9976,1.1436,0.636,-1.8657,1
0.50877,1.61,-0.43402,0.71805,0.069009,-1.0692,0.79161,1.7097,-0.45558,0.13181,0.25585,0.025904,-0.71785,-0.53131,-0.28118,0.75418,1.3029,-1.8217,-1.4251,-2.0431,1
-0.86976,-0.18703,0.037427,0.0033667,-2.07,0.16834,-0.092953,0.48544,-0.41205,-1.1224,-0.56205,-2.0893,-0.53184,0.60216,-0.86942,0.68187,1.4193,0.29689,-0.41057,-1.2701,1
-0.16106,-0.73076,-0.10901,1.094,-0.71555,1.5159,-0.38022,0.097238,-0.17248,0.23985,-1.2284,1.2419,0.54166,1.1439,-1.0386,-0.20792,-0.011652,0.15851,-1.0628,-1.4381,1
-0.65782,1.3774,1.832,-0.32708,0.52932,2.1575,0.69592,1.0733,0.61887,1.1422,-0.55404,0.34214,-0.21177,1.1995,0.95289,0.26535,-0.39217,0.04615,-3.022,-1.4087,1
0.70675,0.87307,-1.1068,-0.031385,0.03554,-1.7557,2.3171,0.72802,0.088209,-1.1009,-0.68028,0.55059,-1.5657,0.48749,-0.42668,-0.55227,0.75141,-0.11061,-1.9821,-0.016455,1
1.5403,-0.5254,-0.56153,-1.5083,-1.6629,0.34675,-0.2684,-2.4489,-0.76072,-0.20888,0.69116,0.6547,-0.53787,-0.41872,0.46852,1.5097,0.73108,1.9447,-0.38749,-1.2977,1
-0.021942,-0.737,0.26281,0.30225,-0.49149,-0.6541,1.437,-1.7916,1.652,-1.4661,0.22194,0.28681,2.9095,-0.47766,0.20345,-0.71997,-0.12809,-1.158,-1.0549,0.14368,1
1.0548,1.4109,1.8542,0.089736,-0.15007,-1.0815,-0.5393,-0.83336,-0.86957,0.60628,0.54593,1.4184,0.49283,-1.1743,-1.6007,-1.1526,-0.55633,0.20139,-2.1187,-1.5316,1
-0.69676,0.03137,0.25734,0.5281,0.081332,0.10338,-0.43007,-0.87361,-0.33044,1.2308,-0.45975,-1.1189,0.2151,1.1643,0.76586,-0.62618,0.25759,0.44179,-1.6264,-0.027434,1
0.1593,0.18525,1.1111,0.3382,-1.6788,-0.47186,0.65074,-1.6002,0.080097,1.1435,2.1167,-0.074688,-0.40901,-0.89836,-0.25631,-0.69426,1.8615,-1.9767,-0.75048,-1.5223,1
-0.17647,0.34928,0.75262,-0.66934,0.25534,0.051119,-0.90205,-0.67825,-1.6822,-1.0257,0.1091,1.0841,-1.8195,-1.9473,-0.66216,-1.2785,-1.455,0.43881,-1.993,-0.82342,1
1.6303,-0.62906,0.71895,0.66404,1.5291,0.76851,0.94228,-0.93118,-1.0091,-0.70903,-0.91983,-0.01455,0.1356,-0.82701,-0.15319,-1.2769,1.718,1.458,-0.02505,-0.029262,1
0.29396,1.0889,1.2875,2.6102,-1.5927,-0.93548,-1.6833,1.1002,-1.2937,-0.10216,-1.3236,0.64293,-3.079,1.4511,0.39334,1.7293,-1.8362,-0.28683,-1.6407,-1.414,1
